tmdb_id,title,release_date,revenue,popularity,vote_average,genre_ids,is_lgbt
869626,Marcel the Shell with Shoes On,2022-06-24,6909209,2.7761,7.646,"[16, 35, 18, 10751]",0
988294,Air Force The Movie: Danger Close,2022-08-25,6815085,0.5077,5.8,"[28, 10752, 12]",0
892515,Masquerade,2022-11-01,6667598,1.3503,6.8,"[35, 80, 18, 10749]",0
615952,Armageddon Time,2022-10-28,6524886,1.8626,6.435,[18],0
786535,Ivanna,2022-07-14,6338496,3.3475,5.1,"[27, 53]",0
864761,Nna Thaan Case Kodu,2022-08-11,6300000,0.2217,7.455,"[18, 80, 35]",0
1020969,Teddy's Christmas,2022-11-05,6200000,3.9657,7.0,"[10751, 12, 14]",0
717728,Jeepers Creepers: Reborn,2022-09-15,6175213,3.2633,5.339,[27],0
961386,UFC 274: Oliveira vs. Gaethje,2022-05-07,6130000,0.1355,0.0,[28],0
573787,Kingmaker,2022-01-26,6019720,0.7556,7.103,"[18, 36]",0
961484,Last Seen Alive,2022-05-12,5950199,4.3053,6.416,"[28, 53]",0
752564,Maigret,2022-02-23,5934907,4.3736,5.776,"[9648, 18]",0
893364,Belle and Sebastian: Next Generation,2022-10-19,5789348,1.5642,5.9,"[12, 10751, 18]",0
864370,Incantation,2022-03-18,5700000,3.2604,6.826,[27],0
599019,Big Trip 2: Special Delivery,2022-10-07,5534875,1.4779,6.411,"[16, 10751, 12, 35]",0
910896,UFC 270: Ngannou vs. Gane,2022-01-22,5290213,0.1333,6.0,[28],0
922705,Les SEGPA,2022-04-20,5212123,0.3011,5.328,[35],0
919573,The Innocent,2022-10-12,5175806,1.5146,6.753,"[35, 80, 10749]",0
975407,Lifemark,2022-09-09,5021114,0.8352,7.4,[18],0
811945,HIT: The 2nd Case,2022-12-01,5000000,0.5868,6.85,"[80, 53, 28]",0
1022072,Devil in the Lake,2022-10-19,4932514,0.2543,6.2,"[27, 9648, 10770]",0
635891,Clerks III,2022-09-04,4717597,1.2655,6.017,"[35, 18]",0
749026,Vysehrad: Fylm,2022-04-14,4697273,0.3596,6.765,[35],0
791333,Four's a Crowd,2022-10-28,4683403,0.6125,6.292,[35],0
624091,Sri Asih,2022-11-17,4577403,1.8508,6.5,"[28, 12, 878]",0
819876,Crimes of the Future,2022-05-25,4551565,3.7332,6.025,"[878, 27, 53, 18]",0
758009,Shotgun Wedding,2022-12-28,4495365,4.2486,6.249,"[28, 35, 10749]",0
396194,Ennio,2022-02-17,4332386,2.3611,8.3,"[99, 10402, 36]",0
551271,Medieval,2022-09-08,4311284,3.4337,6.875,"[28, 18, 36]",0
852427,Kompromat,2022-09-07,4283431,4.0739,6.347,"[53, 18]",0
947219,Ernest & Celestine: A Trip to Gibberitia,2022-12-14,4272280,1.2615,7.2,"[16, 10751, 10402, 12]",0
683340,Vengeance,2022-07-29,4225720,2.2467,6.588,"[35, 9648, 53]",0
920220,Johnny,2022-09-23,4225583,1.5575,7.3,[18],0
645992,Three Robbers and a Lion,2022-12-25,4061822,0.8566,6.6,"[16, 10751]",0
921987,"The End of the World, or Egg Nogg 4",2022-01-07,4000000,0.3299,4.722,"[35, 10749]",0
799876,The Outfit,2022-02-25,4000000,3.5239,7.091,"[80, 18, 53, 9648]",0
723567,Love Mocktail 2,2022-02-11,3945902,0.9223,5.6,"[10749, 18]",0
607145,Rocketry: The Nambi Effect,2022-07-01,3900000,0.5975,7.611,"[18, 36]",0
898230,The Snow Queen and the Princess,2022-12-22,3872971,1.2701,5.5,"[12, 16, 10751, 14]",0
839738,"Me, Myself & I: Lost in Time",2022-01-01,3839773,0.2701,7.7,"[10751, 14]",0
893366,Little Nicholas: Happy as Can Be,2022-02-15,3813788,0.8648,6.8,"[16, 10751]",0
910371,Hell Dogs,2022-09-16,3744712,1.515,7.0,"[28, 80, 18, 9648, 53]",0
1026836,The Unholy,2022-10-27,3735048,0.5562,6.382,"[28, 18, 14, 27, 53]",0
788977,Cairo Conspiracy,2022-10-26,3646605,0.9211,6.723,[53],0
987750,Inspector Sun and the Curse of the Black Widow,2022-12-28,3644575,1.223,6.7,"[16, 10751, 35, 9648]",0
773820,Belli Ciao,2022-01-01,3626603,1.2914,5.562,[35],0
915931,Revoir Paris,2022-09-07,3614838,0.9098,7.079,[18],0
806368,The Son,2022-11-10,3564844,2.519,6.7,[18],0
589759,The Nutcracker and the Magic Flute,2022-11-03,3562423,0.5066,6.16,"[16, 10751, 14]",0
586352,How to Save the Immortal,2022-06-09,3535910,1.6515,7.1,"[16, 35, 12, 14, 10749, 10751]",0
925102,The Night of the 12th,2022-07-13,3467232,1.8242,6.944,"[80, 9648, 18]",0
757999,Beautiful Minds,2022-01-19,3358402,2.2223,7.259,"[35, 18]",0
916387,Heart of an Oak,2022-02-23,3328186,0.6838,7.5,[99],0
804251,Alcarràs,2022-04-29,3324521,1.0768,6.76,[18],0
845140,Kitchen Brigade,2022-01-20,3285760,0.9654,6.38,"[35, 18]",0
901563,Close,2022-11-01,3129968,3.3681,7.774,[18],1
888321,Corsage,2022-07-07,3092534,4.4095,6.087,"[18, 36]",0
1011419,Ania,2022-10-07,3066609,1.2229,6.929,[99],0
895744,Studio 666,2022-02-24,3018515,1.4855,5.883,"[27, 35, 10402]",0
770724,L'immensità,2022-09-15,3017227,0.9931,6.3,[18],1
629322,I Want to Know Your Parents,2022-04-27,2918042,0.8114,7.0,"[18, 9648]",0
801965,Breaking,2022-08-25,2805642,1.7673,6.488,"[80, 18, 53]",0
854006,Ox-Head Village,2022-02-18,2782770,1.1025,5.705,"[27, 18, 9648]",0
938567,Teasing Master Takagi-san: The Movie,2022-06-10,2739967,1.7267,8.443,"[16, 35, 10749]",0
794842,Diary of a Fleeting Affair,2022-09-14,2705228,0.4582,6.371,"[10749, 18, 35]",0
846528,Family Camp,2022-05-13,2700000,0.7314,5.381,"[35, 10751, 14]",0
980146,Kabaddi 4: The Final Match,2022-05-27,2633654,0.6111,10.0,"[35, 18]",0
740460,The Wannabes,2022-02-09,2627605,0.3458,6.074,[35],0
947938,Dolphin Boy,2022-04-07,2613252,1.7174,6.4,"[16, 12, 14, 35]",0
799155,Attack,2022-04-01,2600000,4.0192,6.8,"[28, 878, 53]",0
848331,Honk for Jesus. Save Your Soul.,2022-09-02,2561270,0.7783,4.7,"[35, 18]",0
892527,King,2022-02-16,2551835,4.057,6.4,"[12, 35, 10751]",0
807356,Watcher,2022-06-03,2543216,4.0419,6.483,"[27, 9648, 53]",0
808087,Mack & Rita,2022-08-12,2535459,0.8765,5.396,"[35, 14, 18]",0
811211,The Young Lovers,2022-02-02,2440653,1.9571,6.521,"[10749, 18]",0
1046232,Check the Store Next Door 2,2022-12-22,2381572,0.287,7.9,"[35, 18, 10751]",0
940417,Sadako DX,2022-10-28,2352175,1.0547,4.5,"[27, 9648, 35]",0
735697,Incredible But True,2022-06-15,2329813,1.0763,6.029,"[35, 14, 9648]",0
812320,Slapface,2022-04-21,2300000,0.5152,5.992,"[27, 53]",0
829503,Gigi & Nate,2022-09-02,2280590,1.3557,7.547,[18],0
245842,The King's Daughter,2022-01-21,2200000,2.8452,7.02,"[14, 12, 10751]",0
862965,Emily the Criminal,2022-08-12,2157673,4.3523,6.679,"[80, 18, 53]",0
628900,The Contractor,2022-03-10,2122288,6.1638,6.351,"[28, 53]",0
1051180,Mechamato Movie,2022-12-08,2112824,1.4421,0.0,"[16, 28, 12, 35, 10751, 878]",0
751237,Umma,2022-03-18,2100000,2.6398,5.31,"[27, 9648]",0
852438,Final Cut,2022-05-18,2046233,1.7402,6.714,"[27, 35]",0
855810,Two Many Chefs,2022-09-16,2035911,0.4339,6.019,[35],0
947507,Just Super,2022-09-30,2013434,1.1393,5.7,"[16, 10751, 14]",0
810389,The Visitor from the Future,2022-09-07,1946816,1.0368,6.352,"[878, 35, 12]",0
797840,Dry,2022-09-29,1907869,0.622,6.4,"[18, 35, 878]",0
1026563,13 Exorcisms,2022-11-04,1891519,0.8627,5.895,"[18, 27]",0
976745,Dance with the Jackals 6,2022-12-02,1887147,0.2061,3.5,[35],0
994463,Aslan Hürkus Kayip Elmas,2022-01-07,1883289,0.1689,0.0,[16],0
955569,Arthur: Malediction,2022-06-29,1874343,0.9346,3.4,"[27, 53]",0
707103,Emily,2022-10-14,1859871,3.7102,6.87,"[36, 18, 10749]",0
947890,The Ancestral,2022-03-24,1849768,1.8717,6.417,[27],0
1030613,Faithfully Yours,2022-12-22,1843824,1.104,5.895,"[9648, 53]",0
960258,Shark Bait,2022-05-13,1824152,1.8482,5.706,"[27, 53, 28, 12]",0
681303,My Fairy Troublemaker,2022-10-13,1819302,1.6388,7.3,"[16, 12, 35, 10751, 14]",0
661791,The Grandmother,2022-01-28,1817696,1.1662,5.894,"[18, 27]",0
1030908,Mirciulica,2022-10-07,1802922,1.8833,6.24,[35],0
931176,Ah Girls Go Army,2022-02-01,1785000,0.1981,5.7,"[35, 18]",0
996666,Kappei,2022-03-18,1770794,3.6029,6.5,"[35, 14]",0
768757,Both Sides of the Blade,2022-07-08,1747438,0.8671,5.6,"[18, 10749]",0
926771,"Love, Sex and Pandemic",2022-02-04,1712634,1.1052,3.111,[18],0
811631,Infinite Storm,2022-03-25,1707067,3.0883,5.718,"[53, 12, 18, 9648]",0
913823,Fire of Love,2022-07-06,1695072,1.333,7.542,[99],0
840098,Lord of the Ants,2022-09-08,1641723,0.5364,7.2,"[18, 36]",1
661605,Undercover,2022-02-09,1610009,0.7405,4.888,"[80, 18]",0
952701,Return to Seoul,2022-11-18,1594998,0.9066,6.244,[18],0
960206,Godland,2022-12-01,1560518,1.2291,6.8,[18],0
346698,Barbie,2023-07-19,1447138421,23.35,6.929,"[35, 12]",0
502356,The Super Mario Bros. Movie,2023-04-05,1362000000,19.102,7.595,"[10751, 35, 12, 16, 14]",0
872585,Oppenheimer,2023-07-19,952000000,25.5283,8.036,"[18, 36]",0
447365,Guardians of the Galaxy Vol. 3,2023-05-03,845550000,19.3971,7.928,"[878, 12, 28]",0
385687,Fast X,2023-05-17,704709660,19.439,7.005,"[28, 80, 53]",0
569094,Spider-Man: Across the Spider-Verse,2023-05-31,690897910,28.2579,8.335,"[16, 28, 12, 878]",0
1066298,Full River Red,2023-01-22,673556758,2.0577,5.988,"[9648, 35, 53, 36]",0
787699,Wonka,2023-12-06,634502312,11.3723,7.042,"[35, 10751, 14]",0
575264,Mission: Impossible - Dead Reckoning Part One,2023-07-08,571125435,16.7509,7.508,"[28, 53, 12]",0
447277,The Little Mermaid,2023-05-18,569626289,13.3287,6.278,"[12, 10751, 14, 10749]",0
976573,Elemental,2023-06-14,496444308,11.4825,7.584,"[10751, 14, 35, 10749, 16]",0
640146,Ant-Man and the Wasp: Quantumania,2023-02-15,476071180,11.3402,6.24,"[28, 12, 878]",0
667538,Transformers: Rise of the Beasts,2023-06-06,441381193,11.9266,7.189,"[878, 12, 28]",0
572802,Aquaman and the Lost Kingdom,2023-12-20,440181226,14.3844,6.546,"[28, 12, 14]",0
603692,John Wick: Chapter 4,2023-03-22,440157245,17.5436,7.709,"[28, 53, 80]",0
615656,Meg 2: The Trench,2023-08-02,398500317,10.0525,6.389,"[28, 878, 27]",0
335977,Indiana Jones and the Dial of Destiny,2023-06-25,383963057,11.1981,6.517,"[12, 28]",0
856289,Creation of the Gods I: Kingdom of Storms,2023-07-15,369081777,5.951,7.1,"[28, 14, 10752]",0
695721,The Hunger Games: The Ballad of Songbirds & Snakes,2023-11-15,337371917,9.6932,6.989,"[878, 28]",0
1108211,Lost in the Stars,2023-06-22,334039200,2.2845,6.581,"[9648, 80, 53]",0
940551,Migration,2023-12-06,298776052,10.1729,7.4,"[10751, 35, 12, 16]",0
507089,Five Nights at Freddy's,2023-10-25,297242145,16.6832,7.342,"[27, 53]",0
508883,The Boy and the Heron,2023-07-14,294200000,10.2872,7.404,"[16, 12, 14, 18, 10751]",0
677179,Creed III,2023-03-01,275300000,7.3445,7.082,"[18, 28]",0
298618,The Flash,2023-06-13,271333313,13.9374,6.618,"[28, 878, 12]",0
968051,The Nun II,2023-09-06,269670590,6.1524,6.657,[27],0
1160164,TAYLOR SWIFT | THE ERAS TOUR,2023-10-13,261656269,5.4537,8.2,[10402],0
1022796,Wish,2023-11-13,254997360,7.9764,6.228,"[16, 10751, 14, 12]",0
1089654,Chang'an,2023-07-02,252520750,1.1985,7.581,"[16, 36]",0
678512,Sound of Freedom,2023-07-03,250600000,7.6986,7.963,"[28, 18]",0
753342,Napoleon,2023-11-22,222435664,10.1088,6.31,"[36, 10752, 10749]",0
1078012,Boonie Bears: Guardian Code,2023-01-22,221982308,1.5471,6.7,"[16, 35, 878, 10751, 12]",0
1072790,Anyone But You,2023-12-21,214891370,14.0087,6.811,"[10749, 35]",0
901362,Trolls Band Together,2023-10-12,210231405,5.408,7.244,"[16, 10751, 10402, 14, 35, 12]",0
493529,Dungeons & Dragons: Honor Among Thieves,2023-03-23,208200000,8.9716,7.33,"[12, 14, 35]",0
609681,The Marvels,2023-11-08,206136825,8.8725,5.949,"[878, 12, 28]",0
893723,PAW Patrol: The Mighty Movie,2023-09-21,202231360,8.4957,7.0,"[10751, 35, 12, 16]",0
926393,The Equalizer 3,2023-08-30,191067560,9.8749,7.292,"[28, 53, 80]",0
614479,Insidious: The Red Door,2023-07-05,189086877,4.199,6.523,"[27, 53]",0
614930,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023-07-31,180513586,7.0303,7.2,"[16, 35, 28, 878]",0
1173076,Johnny Keep Walking!,2023-12-29,179000000,1.5644,7.438,"[18, 35]",0
934433,Scream VI,2023-03-08,169063850,11.7845,6.971,"[27, 80, 53]",0
466420,Killers of the Flower Moon,2023-10-18,158722599,11.2187,7.406,"[80, 36, 18]",0
713704,Evil Dead Rise,2023-04-12,147156372,8.4484,6.92,"[27, 53]",1
855483,Hidden Blade,2023-01-22,139083591,1.8081,6.269,"[18, 9648, 36, 28]",0
872906,Jawan,2023-09-07,136698671,4.4531,7.103,"[28, 53]",0
807172,The Exorcist: Believer,2023-10-04,136284218,4.5994,5.819,"[27, 53]",0
667717,Deep Sea,2023-01-22,136090000,2.1244,7.0,"[16, 12, 18, 14, 9648]",0
594767,Shazam! Fury of the Gods,2023-03-15,134221819,8.1986,6.438,"[35, 28, 14]",0
565770,Blue Beetle,2023-08-16,130788072,9.0536,6.649,"[28, 878, 12]",0
864692,Pathaan,2023-01-25,127180000,2.9866,6.444,"[28, 12, 53]",0
951491,Saw X,2023-09-27,125319714,7.8595,7.184,"[27, 9648]",1
980489,Gran Turismo,2023-08-09,121700000,10.2653,7.727,"[12, 28, 18]",0
945729,A Haunting in Venice,2023-09-13,121400000,7.7968,6.577,"[9648, 53, 80]",0
792307,Poor Things,2023-12-07,117607117,12.0326,7.656,"[878, 10749, 35]",0
616747,Haunted Mansion,2023-07-26,117449790,3.7959,6.423,"[35, 18, 14]",0
1076500,The Volunteers: To the War,2023-09-28,115920000,1.3125,6.0,"[18, 10752, 36]",0
940721,Godzilla Minus One,2023-11-03,113676322,10.4259,7.582,"[878, 27, 28]",0
781732,Animal,2023-12-01,108300000,3.8795,6.1,"[28, 80, 18]",0
1047041,Detective Conan: Black Iron Submarine,2023-04-14,106771806,3.6878,7.0,"[16, 28, 80, 9648]",0
670292,The Creator,2023-09-27,104272136,9.0663,7.013,"[878, 28, 12]",0
945703,Post Truth,2023-03-10,102500000,0.8324,7.186,"[35, 28]",0
1175807,Honk,2023-09-08,100000000,0.0379,0.0,"[53, 878, 35, 9648]",0
751171,Chebi: My Fluffy Friend,2023-01-01,97000000,0.9298,6.606,"[35, 10751]",0
1008042,Talk to Me,2023-07-26,91959188,7.1247,7.141,[27],0
1046090,"The Pig, the Snake and the Pigeon",2023-10-06,91608950,2.0999,7.298,"[80, 18, 53]",0
964980,Air,2023-04-05,90100000,6.1427,7.293,"[18, 36]",0
804150,Cocaine Bear,2023-02-22,88314672,5.1407,6.008,"[53, 35, 80]",0
770906,Salaar: Part 1 - Ceasefire,2023-12-21,87229100,3.6526,6.7,"[28, 80, 18]",0
955555,The Roundup: No Way Out,2023-05-31,83410298,5.261,7.207,"[28, 80, 35, 53]",0
884605,No Hard Feelings,2023-06-15,83000000,6.9474,6.686,"[35, 10749]",0
532408,The Boogeyman,2023-05-31,82344833,2.5276,6.387,[27],0
1077295,Godspeed,2023-04-28,81250000,0.8351,5.346,[35],0
1012837,Born to Fly,2023-04-28,80504376,1.5078,6.551,"[28, 18]",0
1155257,Last Suspect,2023-11-01,79775114,1.1575,6.5,"[80, 9648, 18]",0
758323,The Pope's Exorcist,2023-04-05,76987621,4.6593,6.921,"[27, 53]",0
646389,Plane,2023-01-11,74515586,6.0885,6.903,"[28, 12, 53]",0
937020,Jailer,2023-08-10,72997485,1.273,6.6,"[28, 80, 53, 35, 12]",0
1073486,Vaalvi,2023-01-13,72500000,0.346,6.8,"[35, 53, 18, 80]",0
949229,Leo,2023-10-18,71772785,2.7143,6.818,"[28, 80, 53]",0
558915,The Color Purple,2023-12-25,68919191,6.3912,7.017,[18],1
1227361,恋爱代理人,2023-01-22,65963147,0.3259,10.0,[10749],0
661579,Under the Light,2023-09-28,62600000,1.3497,5.782,"[18, 28, 80]",0
700391,65,2023-03-02,60730568,5.2042,6.0,"[28, 12, 878]",0
1062807,SPY x FAMILY CODE: White,2023-12-22,59629242,5.8215,7.1,"[16, 35, 12, 28]",0
720557,Tiger 3,2023-11-12,56490000,1.8347,5.8,"[28, 12, 53]",0
1490213,Demon Slayer: Kimetsu no Yaiba - Entertainment District Decisive Battle Arc,2023-03-01,56300000,2.0057,9.2,"[16, 28, 14, 53]",0
631842,Knock at the Cabin,2023-02-01,54700000,5.052,6.253,"[27, 9648, 53]",1
1121612,No More Bets,2023-08-05,54578820,2.1809,7.1,"[18, 80]",0
823452,The Boys in the Boat,2023-12-25,54401583,1.7738,7.231,"[18, 36]",0
734253,Adipurush,2023-06-16,54300000,1.8331,4.68,"[28, 12, 14]",0
747188,Asteroid City,2023-06-08,53857743,7.4537,6.45,"[35, 18]",0
816904,Mummies,2023-01-05,53400000,5.4272,6.92,"[16, 12, 14, 10751]",0
467244,The Zone of Interest,2023-12-15,52631884,8.3164,7.011,"[18, 36]",0
719256,Jesus Revolution,2023-02-23,52300000,1.8696,6.761,"[18, 36]",0
906221,Magic Mike's Last Dance,2023-02-09,52000000,3.3203,6.429,"[35, 18, 10749]",0
760774,One Life,2023-12-21,51437352,4.8028,7.76,"[36, 18]",0
1026227,There's Still Tomorrow,2023-10-26,50121593,1.4807,8.08,"[18, 35, 36]",0
739405,Operation Fortune: Ruse de Guerre,2023-01-04,48983306,6.8633,6.461,"[28, 35, 53]",0
1071215,Thanksgiving,2023-11-16,46553280,6.5166,6.482,"[27, 9648]",0
643215,Asterix & Obelix: The Middle Kingdom,2023-02-01,46497678,4.3048,4.838,"[10751, 35, 12]",0
1040148,"Ruby Gillman, Teenage Kraken",2023-06-28,46247409,6.1502,7.2,"[16, 10751, 14, 35]",0
768362,Missing,2023-01-19,45100756,3.5493,7.401,"[18, 9648, 53]",0
1185743,Renaissance: A Film by Beyoncé,2023-12-01,44029271,0.9455,8.153,"[10402, 99]",0
1115379,Only the River Flows,2023-10-21,42686993,1.1578,6.4,"[53, 18, 80]",0
840430,The Holdovers,2023-10-27,42513270,7.1844,7.7,"[35, 18]",0
1107387,Hachiko,2023-03-31,42423217,1.5497,7.935,"[18, 10751]",0
496450,"Miraculous: Ladybug & Cat Noir, The Movie",2023-07-05,40208268,5.7127,7.6,"[16, 14, 28, 10749, 10751]",0
850165,The Iron Claw,2023-12-21,40130232,4.0877,7.522,"[36, 18]",0
858082,Ponniyin Selvan: Part II,2023-04-28,40000000,1.0739,6.2,"[28, 12, 36, 18]",0
365620,Ferrari,2023-12-14,39220516,3.8508,6.4,"[36, 18]",0
299054,Expend4bles,2023-09-15,37917985,13.0871,6.082,"[28, 12, 53]",0
1030587,Doraemon the Movie: Nobita's Sky Utopia,2023-03-03,37475850,2.1292,7.2,"[16, 12, 878, 10751]",0
1061181,Kingdom III: The Flame of Destiny,2023-07-28,36259522,2.111,7.5,"[28, 12, 10752]",0
931102,Ride On,2023-04-07,36232675,2.7539,7.2,"[28, 35, 18]",0
915935,Anatomy of a Fall,2023-08-23,35634133,6.1185,7.533,"[53, 9648, 80]",1
1001811,My Big Fat Greek Wedding 3,2023-09-07,34900000,2.2147,5.9,"[35, 10749]",0
660360,Noryang: Deadly Sea,2023-12-20,34210966,2.0964,6.34,"[10752, 28, 36, 18]",0
967585,Alibi.com 2,2023-01-07,34112816,1.6536,6.566,"[35, 10751]",0
1089953,All These Years,2023-04-28,32310000,0.8184,7.2,"[10749, 18]",0
912908,Strays,2023-08-17,32000000,4.5435,7.188,"[35, 12]",0
1101662,Comic Relief 2023,2023-03-17,31952141,0.1344,8.0,"[10751, 35, 99]",0
796185,The Three Musketeers: D'Artagnan,2023-04-05,31843086,5.5572,6.92,"[12, 28, 18, 36]",0
1096318,Revival,2023-03-10,30350000,0.6414,5.0,"[10749, 80]",0
1020006,Priscilla,2023-10-27,30140906,5.1234,6.7,"[18, 10749]",0
942922,80 for Brady,2023-02-03,29637811,1.8362,6.243,"[35, 18]",0
1063453,BTS: Yet to Come in Cinemas,2023-02-01,29291883,0.7331,8.3,"[10402, 99]",0
729854,Concrete Utopia,2023-08-09,28900000,2.5557,6.9,"[53, 28]",0
666277,Past Lives,2023-06-02,28126646,10.7417,7.719,"[18, 10749]",0
888710,OMG 2,2023-08-11,28000000,0.5692,7.271,"[35, 18]",0
982271,Book Club: The Next Chapter,2023-05-11,27849137,1.5936,6.3,"[35, 10749]",0
649609,Renfield,2023-04-07,26874347,3.8736,6.457,"[35, 14, 27]",1
1033774,Wish of the Fairy Fish,2023-10-26,25985603,1.5012,7.6,"[14, 12, 10751]",0
904557,Thunivu,2023-01-10,24500000,0.7571,5.89,"[28, 80, 53, 35]",0
976893,Perfect Days,2023-11-10,24094016,7.2118,7.78,[18],0
866440,2018,2023-05-05,24076520,0.5774,7.521,"[53, 28, 12]",0
1059572,New Dimension! Crayon Shin-chan the Movie: Battle of Supernatural Powers ~Flying Sushi~,2023-08-04,23839864,3.1279,6.763,"[16, 35, 28, 12, 10751, 14, 878]",0
1056360,American Fiction,2023-11-10,22483370,4.063,7.272,"[35, 18]",1
882569,Guy Ritchie's The Covenant,2023-04-19,21948551,11.373,7.723,"[10752, 28, 53]",0
555285,"Are You There God? It's Me, Margaret.",2023-03-29,21800000,2.599,7.163,"[35, 18]",0
1058694,Radical,2023-10-19,21761164,2.2117,8.351,[18],0
845111,The Three Musketeers: Milady,2023-12-13,21730766,4.2222,6.412,"[12, 28, 18]",0
635910,The Last Voyage of the Demeter,2023-08-09,21600000,4.0648,6.752,"[27, 14]",0
930564,Saltburn,2023-11-16,21013738,7.041,6.966,"[18, 35, 53]",1
792293,Dumb Money,2023-09-15,20703794,3.8431,6.678,"[36, 35, 18]",0
1143183,Rewind,2023-12-25,20409378,0.5797,7.0,"[18, 10749, 878]",0
1113119,The Undertaker,2023-10-05,20000000,0.8629,5.8,"[35, 18, 27]",0
1056126,The House of No Man,2023-01-22,19483182,0.5543,5.8,"[18, 35]",0
762430,Retribution,2023-08-23,18685751,5.0655,6.551,"[53, 28, 12]",0
1008392,The Blackening,2023-06-15,18563767,1.4636,5.933,"[27, 35]",0
829051,About My Father,2023-05-25,18167819,2.2342,6.051,[35],0
621587,Next Goal Wins,2023-11-16,18062279,1.7659,6.407,"[35, 18]",0
459003,Mavka: The Forest Song,2023-03-02,17974964,4.2181,7.142,"[16, 12, 10751, 14]",0
1032194,The Blind,2023-09-28,17265487,1.3883,5.989,"[18, 10749, 53]",0
1161406,Mastaney,2023-08-25,16367572,0.3207,10.0,"[28, 18, 36]",0
536437,Hypnotic,2023-05-11,16014123,5.2999,6.205,"[9648, 878, 53]",0
805785,Fukrey 3,2023-09-28,16000000,0.4117,5.571,"[35, 18]",0
864168,Joy Ride,2023-06-22,15800000,1.9984,6.5,[35],0
813477,Shin Kamen Rider,2023-03-17,15787771,1.9252,6.951,"[28, 18, 878]",0
983883,Marry My Dead Body,2023-02-10,15410325,1.9942,6.995,"[35, 28, 27]",1
967582,3 Days Max,2023-10-25,15152854,1.4332,5.4,[35],0
1134433,Death Whisperer,2023-10-25,15150000,5.7362,7.426,"[27, 53]",0
960876,Dunki,2023-12-21,15000000,1.9433,6.4,"[12, 35, 18]",0
1001026,Open Season,2023-12-20,14990406,1.0291,5.954,[35],0
1022150,Ping-Pong: The Triumph,2023-01-24,14934896,0.7478,7.118,[18],0
994108,All of Us Strangers,2023-12-22,14864960,4.1972,7.4,"[10749, 18, 14]",1
823482,Dream Scenario,2023-11-10,14114415,3.8895,6.646,"[35, 14]",0
950253,Dr. Cheon and the Lost Talisman,2023-09-27,14000000,1.4186,6.185,"[14, 9648, 28]",0
606400,The Point Men,2023-01-18,13325763,1.3173,5.804,"[28, 53, 18]",0
1041691,Three Heroes and the Navel of the World,2023-12-28,13028535,0.1841,7.25,"[16, 12, 10751]",0
921452,Jeanne du Barry,2023-05-16,13000000,2.0593,6.9,"[18, 36, 10749]",0
814776,Bottoms,2023-08-25,12976079,7.4379,6.744,[35],1
1159242,The Invisible Guest,2023-12-08,12722000,0.8327,5.857,"[9648, 18, 80]",0
986280,Fallen Leaves,2023-09-14,12400000,2.85,7.1,"[10749, 35, 18]",0
798286,Beau Is Afraid,2023-04-14,12337378,3.5553,6.7,"[35, 12, 14]",0
1108658,The Shift,2023-11-30,12238643,1.6538,6.414,[878],0
761851,His Only Son,2023-03-30,12100000,0.5547,7.731,"[18, 14]",0
1414502,"La Drogue 2, Duel de Guimbarde",2023-08-20,11780000,0.0168,10.0,[],0
1072077,Face Off 6: The Ticket of Destiny,2023-04-28,11538081,0.1875,6.2,"[53, 9648]",0
1162322,After Death,2023-10-26,11537680,0.7789,7.1,"[99, 18]",0
941488,The Three Investigators and the Dragon's Legacy,2023-01-26,11300000,1.061,6.3,"[12, 10751]",0
964592,Sleep,2023-09-06,11033636,1.8308,6.66,"[27, 9648, 53]",0
987895,Maaveeran,2023-07-14,11000000,0.6999,6.9,"[18, 28, 35, 14]",0
1074049,A Moroccan Affair,2023-12-01,10950000,0.6492,5.9,"[35, 10751]",0
800301,What's Love Got to Do with It?,2023-01-26,10898395,1.1847,6.0,"[10749, 35]",0
820525,After Everything,2023-09-13,10644463,4.7895,6.887,"[10749, 18]",0
977506,The Crime Is Mine,2023-02-24,10436638,2.0106,6.469,"[80, 35, 9648, 18]",0
1164370,Neru,2023-12-21,10247900,0.478,7.2,"[18, 53]",0
709631,Cobweb,2023-07-19,10091821,3.8822,6.438,[27],0
734002,The Peasants,2023-10-13,10064347,6.0367,7.51,"[16, 36, 18]",0
1309683,Meurtre Mystérieux à Montmartre,2023-06-24,10000000,0.0585,10.0,"[53, 9648, 35]",0
990326,A Guilty Conscience,2023-01-20,10000000,1.3734,6.675,"[80, 18, 9648]",0
758336,Love Again,2023-05-04,10000000,3.3007,6.7,"[10749, 18, 35]",0
851977,Journey to the West,2023-04-01,9790000,0.8467,7.433,"[12, 35, 18, 878]",0
741602,Cyber Heist,2023-03-09,9605591,0.9867,4.9,"[53, 80, 28]",0
1216567,Rafadan Tayfa: Hayrimatör,2023-12-21,9500000,0.6159,2.8,"[16, 878, 12, 10751]",0
717930,Kandahar,2023-05-25,9400000,8.7902,6.792,"[28, 53, 10752]",0
933419,Champions,2023-03-09,9263009,2.2241,6.721,"[35, 18]",0
989596,The Braid,2023-11-29,9235757,1.1294,7.4,"[18, 35]",0
1068452,Hi Nanna,2023-12-07,9184966,3.8838,7.9,"[18, 10751, 10749]",0
